firsturl,date,chjh,mzelst
http://t.co/3sHdfQdGrI,"September 29, 2015 at 04:44PM",1,1
http://t.co/43RxW5B74G,"October 14, 2015 at 09:52PM",1,1
http://t.co/4cQ3jI2zEO,"September 03, 2015 at 03:39PM",1,1
http://t.co/5LKyz71RtL,"September 18, 2015 at 11:04AM",1,1
http://t.co/67cqqQ114S,"September 23, 2015 at 08:05PM",1,1
http://t.co/878eg7X241,"September 23, 2015 at 05:53AM",1,1
http://t.co/9dpc6rVjIB,"September 22, 2015 at 12:00PM",1,1
http://t.co/9gATrW1zvF,"October 13, 2015 at 08:27PM",1,1
http://t.co/aA8hEql8O3,"August 23, 2015 at 04:04PM",1,1
http://t.co/AiSswCDLPU,"August 21, 2015 at 03:23AM",1,1
http://t.co/Arj3nKdKAP,"September 09, 2015 at 06:09AM",1,1
http://t.co/aROzSMpIA8,"September 29, 2015 at 03:34PM",1,1
http://t.co/ARqGv25KmU,"September 10, 2015 at 03:51PM",1,1
http://t.co/B4dKxT66US,"August 20, 2015 at 10:31PM",1,1
http://t.co/CnUn1RU2TU,"September 09, 2015 at 02:38PM",1,1
http://t.co/d2o5W95LSf,"September 12, 2015 at 12:00AM",1,1
http://t.co/DArRNnIh5U,"October 06, 2015 at 05:29AM",1,1
http://t.co/dcVwhbtdcn,"September 02, 2015 at 04:19PM",1,1
http://t.co/Ddmn94HzdI,"September 09, 2015 at 10:15AM",1,1
http://t.co/dvPZGdqWdn,"October 05, 2015 at 04:19PM",1,1
http://t.co/Dy92tvAx1B,"September 05, 2015 at 07:44PM",1,1
http://t.co/fM0rgfbORn,"September 10, 2015 at 02:58PM",1,1
http://t.co/gKIgZg7njm,"September 02, 2015 at 01:21AM",1,1
http://t.co/gpJMS5Weum,"September 10, 2015 at 11:41AM",1,1
http://t.co/gRRl79Z2TK,"October 11, 2015 at 09:03PM",1,1
http://t.co/hfS0HMxO66,"September 10, 2015 at 07:03PM",1,1
http://t.co/hmJ5gIeY0s,"September 27, 2015 at 05:23PM",1,1
http://t.co/inf9KwgHVg,"October 06, 2015 at 12:01PM",1,1
http://t.co/JFXJRDh01s,"October 13, 2015 at 02:30AM",1,1
http://t.co/JggxJHKKAv,"October 15, 2015 at 12:32AM",1,1
http://t.co/jxOzEJqExK,"October 05, 2015 at 12:46PM",1,1
http://t.co/keZxxfcjWa,"September 22, 2015 at 10:22AM",1,1
http://t.co/kfPQvm19ts,"September 28, 2015 at 11:05PM",1,1
http://t.co/kilFsoKDO4,"August 20, 2015 at 04:55PM",1,1
http://t.co/KKDpQFcC0E,"September 20, 2015 at 10:55AM",1,1
http://t.co/LdjhMhhY8R,"September 01, 2015 at 01:41PM",1,1
http://t.co/LU99FZuRzM,"October 03, 2015 at 04:28PM",1,1
http://t.co/LzAc1ttkth,"October 07, 2015 at 04:19PM",1,1
http://t.co/MDu2kAxGTT,"September 29, 2015 at 02:09PM",1,1
http://t.co/N0ahVtojoS,"August 25, 2015 at 02:55PM",1,1
http://t.co/nplpleQwAD,"August 31, 2015 at 07:27PM",1,1
http://t.co/Nv2a9yyOTh,"September 14, 2015 at 09:04PM",1,1
http://t.co/O3vLb5iabq,"September 01, 2015 at 10:20PM",1,1
http://t.co/oCmeAxWtan,"September 23, 2015 at 09:50AM",1,1
http://t.co/OXI70CrF7L,"October 01, 2015 at 01:49PM",1,1
http://t.co/Oze3YR1KBm,"September 22, 2015 at 12:35PM",1,1
http://t.co/PBXVqSphYo,"September 08, 2015 at 01:17PM",1,1
http://t.co/R00BWouRez,"October 04, 2015 at 05:11PM",1,1
http://t.co/R7Vqn9EYDF,"August 27, 2015 at 03:46PM",1,1
http://t.co/R7Vqn9EYDF,"August 26, 2015 at 06:36PM",1,1
http://t.co/RbrKAG96kr,"September 23, 2015 at 01:26PM",1,1
http://t.co/rOzMdXGBAU,"September 23, 2015 at 01:25PM",1,1
http://t.co/rRK1I9mnEA,"October 06, 2015 at 03:48PM",1,1
http://t.co/rvgh8eRGwW,"October 08, 2015 at 06:24PM",1,1
http://t.co/sWpZBPqYbC,"August 29, 2015 at 12:09AM",1,1
http://t.co/tk3yUok0lm,"September 11, 2015 at 03:47PM",1,1
http://t.co/tp4sRViWWM,"September 27, 2015 at 01:13AM",1,0
http://t.co/TVHJj6zYKU,"August 22, 2015 at 04:59AM",1,1
http://t.co/Us2ofVAzrL,"September 10, 2015 at 03:41AM",0,1
http://t.co/VENrGochaa,"October 14, 2015 at 05:21PM",1,1
http://t.co/vpuwo6XSbj,"September 20, 2015 at 01:41PM",1,1
http://t.co/vpvQwZIBsy,"September 09, 2015 at 02:53AM",1,1
http://t.co/wW8i21ZTkr,"September 24, 2015 at 05:47PM",1,1
http://t.co/X6rjl1Jfcq,"October 05, 2015 at 11:47PM",1,1
http://t.co/yLCIr7hXMw,"September 08, 2015 at 10:48PM",1,1
https://t.co/02IY9HDuXD,"November 17, 2015 at 08:19PM",1,0
https://t.co/0LHXCOEdcN,"October 22, 2015 at 07:07PM",1,1
https://t.co/1gCDBdHISN,"December 04, 2015 at 01:48PM",0,1
https://t.co/1iWoIsTM5B,"October 29, 2015 at 11:13AM",1,1
https://t.co/1vaNZGWCGf,"November 12, 2015 at 03:53PM",1,1
https://t.co/1wYyfBsvCj,"October 28, 2015 at 09:04AM",1,1
https://t.co/2BSrRkMBUf,"December 03, 2015 at 11:56PM",1,1
https://t.co/2G0YQJDlre,"November 01, 2015 at 12:05AM",1,1
https://t.co/2Gsz3DnbGT,"November 05, 2015 at 07:16AM",1,1
https://t.co/2hGqjowWWC,"November 05, 2015 at 05:44PM",1,1
https://t.co/37xYFFJr3Q,"December 02, 2015 at 02:16PM",1,1
https://t.co/3A4Dhyw00V,"October 20, 2015 at 02:26AM",1,1
https://t.co/3cYEuMEPvb,"November 09, 2015 at 03:21PM",0,1
https://t.co/3gu83b8ZgC,"November 25, 2015 at 10:41PM",1,1
https://t.co/49ykaPNiJx,"November 09, 2015 at 04:00AM",1,1
https://t.co/4cCFPnbhGn,"November 30, 2015 at 08:08PM",1,1
https://t.co/4cHeQWPeZy,"November 16, 2015 at 02:58PM",1,1
https://t.co/4eyEAwpi09,"November 18, 2015 at 01:20PM",1,1
https://t.co/4iBYAy4U9d,"October 29, 2015 at 10:30AM",1,1
https://t.co/4w5AS3JZLs,"August 28, 2015 at 01:00PM",0,1
https://t.co/58nybwgPv0,"December 12, 2015 at 09:22PM",1,1
https://t.co/5FzxUDZ6Wl,"November 25, 2015 at 04:00PM",1,1
https://t.co/5LnFhgVzbU,"November 16, 2015 at 09:30AM",1,1
https://t.co/5Ni67xd2Z0,"October 29, 2015 at 10:13AM",1,0
https://t.co/5yv1zi5gfh,"December 08, 2015 at 03:49PM",1,0
https://t.co/67AaApxMCw,"December 10, 2015 at 05:14PM",0,1
https://t.co/68qzCRcK3C,"September 08, 2015 at 01:57PM",0,1
https://t.co/6qqei7NKYy,"October 08, 2015 at 09:26AM",1,1
https://t.co/6z0l61HKlP,"October 24, 2015 at 11:17AM",1,1
https://t.co/7WnXkGzEc1,"November 01, 2015 at 12:26AM",1,1
https://t.co/8F31qFtX56,"December 11, 2015 at 06:09PM",1,1
https://t.co/8gPBcf21qS,"November 12, 2015 at 01:09PM",1,1
https://t.co/8gPBcf21qS,"November 12, 2015 at 10:52AM",1,1
https://t.co/8X6KdPQjPg,"November 11, 2015 at 06:40PM",1,1
https://t.co/8X6KdPQjPg,"November 12, 2015 at 04:13AM",1,0
https://t.co/8zyEQeJBsz,"October 29, 2015 at 03:25PM",1,1
https://t.co/9DA2KHmpcN,"November 06, 2015 at 01:00PM",0,1
https://t.co/9LhIUZI5nC,"November 07, 2015 at 02:52PM",1,1
https://t.co/a0rbP5YJZx,"October 28, 2015 at 01:30AM",1,1
https://t.co/a3YOz7OJZY,"December 10, 2015 at 07:42PM",1,1
https://t.co/aednM1QeT4,"December 07, 2015 at 06:11PM",1,0
https://t.co/aEWkYpss24,"December 10, 2015 at 11:50AM",1,0
https://t.co/AM35CQhTdg,"October 21, 2015 at 12:52PM",0,1
https://t.co/ANCg733t0Y,"October 23, 2015 at 10:28PM",0,0
https://t.co/AojfJrFXUA,"December 02, 2015 at 04:42PM",1,1
https://t.co/at8kAqs17y,"October 23, 2015 at 03:24PM",0,1
https://t.co/AVPQsTxKwH,"December 01, 2015 at 05:53PM",1,1
https://t.co/axCmV1fbtK,"November 11, 2015 at 03:46PM",1,1
https://t.co/Ay8RDKfIp2,"November 30, 2015 at 03:19PM",1,1
https://t.co/b4ofoH40Ge,"November 09, 2015 at 09:14PM",1,1
https://t.co/B8IVZRPPOz,"October 21, 2015 at 11:48PM",1,1
https://t.co/BesLRLySAE,"November 11, 2015 at 11:04PM",1,1
https://t.co/bGjvbo8yaI,"October 26, 2015 at 03:28PM",1,1
https://t.co/BMfiDxal6x,"December 03, 2015 at 03:17PM",1,1
https://t.co/bsDfldUPsi,"October 25, 2015 at 08:00PM",1,1
https://t.co/bsDfldUPsi,"October 25, 2015 at 08:46PM",1,1
https://t.co/bsDfldUPsi,"October 26, 2015 at 01:33PM",1,1
https://t.co/C1BivZOido,"November 11, 2015 at 11:02PM",1,1
https://t.co/cmcr4kS0jQ,"November 12, 2015 at 07:55PM",1,1
https://t.co/CwUJgDUqXK,"November 17, 2015 at 08:16PM",1,1
https://t.co/d1YihBoyxY,"November 11, 2015 at 06:43PM",1,1
https://t.co/d4SmyaQh4A,"October 28, 2015 at 02:14PM",1,1
https://t.co/DF9MlilvT5,"October 29, 2015 at 10:05AM",1,1
https://t.co/dkkcR51P3C,"October 25, 2015 at 10:15PM",1,1
https://t.co/e0lTTGPE3N,"October 21, 2015 at 02:33PM",1,1
https://t.co/e7miWZXqv6,"December 10, 2015 at 09:36AM",1,1
https://t.co/e8Rmd5wMIO,"November 17, 2015 at 09:35AM",1,1
https://t.co/E8WLtt6ZkH,"November 06, 2015 at 07:17AM",1,1
https://t.co/e9H8DhWT61,"November 22, 2015 at 07:46AM",1,1
https://t.co/EfqitOCOIv,"October 26, 2015 at 11:37PM",1,1
https://t.co/eh6fCYZAW2,"October 26, 2015 at 11:31AM",1,1
https://t.co/eiR8wlTzEK,"November 17, 2015 at 06:09AM",1,1
https://t.co/Em7elnAQdO,"November 05, 2015 at 12:34AM",1,1
https://t.co/Em7elnAQdO,"November 05, 2015 at 01:30AM",1,1
https://t.co/eo5EL6tgMm,"November 23, 2015 at 12:34PM",1,1
https://t.co/epGCneTr8y,"October 27, 2015 at 01:43PM",1,1
https://t.co/Esfxz8lows,"October 28, 2015 at 02:17PM",1,1
https://t.co/Etkp7ijV5u,"November 29, 2015 at 04:33PM",1,1
https://t.co/EZ6ITTqb9o,"October 26, 2015 at 07:04PM",1,1
https://t.co/ffshPeb985,"November 13, 2015 at 02:56PM",1,1
https://t.co/FG5sUiH56z,"December 02, 2015 at 09:05PM",1,1
https://t.co/fjTqoBMX0C,"November 19, 2015 at 11:52AM",1,1
https://t.co/FqKVDZruBT,"November 16, 2015 at 02:43PM",1,1
https://t.co/fQVooZmjWi,"November 11, 2015 at 11:21PM",1,1
https://t.co/FRmVZ42LOS,"November 25, 2015 at 11:47PM",1,1
https://t.co/fSdTzePgsz,"November 16, 2015 at 11:18AM",1,1
https://t.co/FsP4a2Qt6q,"October 22, 2015 at 04:04PM",1,1
https://t.co/Fu8V71fo6o,"November 25, 2015 at 04:03PM",1,1
https://t.co/FvHwCCXuJV,"October 25, 2015 at 06:12AM",1,1
https://t.co/g2SPIAOhVD,"November 16, 2015 at 01:54PM",1,1
https://t.co/gfMa8mys7X,"October 30, 2015 at 02:23PM",1,1
https://t.co/gK3r4OVDft,"September 30, 2015 at 05:05PM",1,1
https://t.co/GKazEte8kX,"October 28, 2015 at 10:36PM",1,1
https://t.co/GRkFMfdDtw,"October 28, 2015 at 11:42PM",1,1
https://t.co/GuJXd01kBR,"December 04, 2015 at 02:20AM",1,1
https://t.co/gy5su2NDWl,"November 18, 2015 at 12:25PM",1,1
https://t.co/gzgR8eXVt4,"October 26, 2015 at 05:12PM",1,0
https://t.co/GZY8T9UbDr,"December 09, 2015 at 04:00PM",1,1
https://t.co/h4IekDCMYc,"October 21, 2015 at 04:44PM",1,1
https://t.co/HahTa2zkLn,"November 17, 2015 at 03:18PM",1,1
https://t.co/hd1sBIbRgh,"November 07, 2015 at 11:26AM",1,0
https://t.co/HFb78ylZJQ,"November 22, 2015 at 08:02PM",1,1
https://t.co/HjOQHzRFXu,"October 24, 2015 at 01:55PM",0,1
https://t.co/hohY5e9Y2q,"November 24, 2015 at 06:19PM",1,1
https://t.co/HWKO6bGnLz,"November 15, 2015 at 09:18AM",1,1
https://t.co/i3kDIz4Rg2,"October 25, 2015 at 11:12PM",1,1
https://t.co/ibccKSBcX1,"November 08, 2015 at 11:17PM",1,1
https://t.co/ibhQGwRCpQ,"October 21, 2015 at 11:17PM",1,0
https://t.co/IdnOaZysUA,"October 22, 2015 at 09:52AM",1,1
https://t.co/IJYf8rUKIm,"October 26, 2015 at 10:52PM",0,1
https://t.co/IPwLcgIrUK,"December 02, 2015 at 02:35PM",1,1
https://t.co/itgELvkG5F,"November 12, 2015 at 04:20PM",1,1
https://t.co/ITZ2ZpTvzd,"November 10, 2015 at 08:12PM",1,1
https://t.co/j8qu5c97Ru,"November 05, 2015 at 10:42PM",1,1
https://t.co/j96pIfomcn,"October 27, 2015 at 07:00AM",1,1
https://t.co/j9WxHlJuVG,"October 26, 2015 at 07:47PM",1,1
https://t.co/jBgYcW4yiQ,"December 01, 2015 at 10:56AM",1,1
https://t.co/jF7lWs0NRc,"October 22, 2015 at 02:19AM",1,1
https://t.co/JFeIGK89ux,"October 29, 2015 at 11:35PM",1,1
https://t.co/JmatWoLRs9,"November 13, 2015 at 12:01PM",1,1
https://t.co/jOc2Z5aoIW,"November 10, 2015 at 08:12PM",1,1
https://t.co/JOH2jnSzjh,"December 12, 2015 at 05:35PM",1,0
https://t.co/JRMhEaGfNi,"November 09, 2015 at 08:44PM",1,1
https://t.co/k4FZrWc3G3,"December 09, 2015 at 04:07PM",0,1
https://t.co/kCRGtlC5E5,"November 17, 2015 at 06:25PM",1,1
https://t.co/kdkFAHsgiU,"October 21, 2015 at 11:01AM",1,1
https://t.co/ke00xXHgeZ,"November 19, 2015 at 03:13PM",1,1
https://t.co/kevmQu3oCq,"December 10, 2015 at 11:54AM",1,1
https://t.co/Kjp0H3ZcG9,"October 26, 2015 at 03:10PM",1,1
https://t.co/kKf74OvL2a,"December 08, 2015 at 11:40PM",1,1
https://t.co/Ksa8D7odXF,"December 12, 2015 at 02:36PM",1,1
https://t.co/KsKXGoN8Bl,"December 09, 2015 at 09:14PM",1,1
https://t.co/ktKXcNrZmE,"December 02, 2015 at 01:24PM",1,1
https://t.co/KWFSTeTlE3,"December 03, 2015 at 05:49PM",1,1
https://t.co/KWFSTeTlE3,"December 03, 2015 at 05:25PM",1,1
https://t.co/ky07Mbby1i,"November 18, 2015 at 04:31PM",1,1
https://t.co/kYq22URlng,"October 26, 2015 at 09:44PM",1,1
https://t.co/l7tKCRadU2,"October 24, 2015 at 12:57PM",1,0
https://t.co/LGHEFOcaSs,"October 27, 2015 at 04:35AM",1,1
https://t.co/lk9f5OtNMm,"October 26, 2015 at 03:04PM",0,1
https://t.co/Lks4fkKiHW,"December 04, 2015 at 05:17AM",1,1
https://t.co/LPc3dhYeuv,"October 27, 2015 at 09:53AM",1,1
https://t.co/lpjIGL3TSR,"October 28, 2015 at 05:27PM",1,1
https://t.co/lqTQyUhyNS,"November 19, 2015 at 01:52AM",1,1
https://t.co/mCNqjphQmg,"October 27, 2015 at 09:53AM",1,1
https://t.co/MhgJfEvBf5,"November 19, 2015 at 03:08PM",1,1
https://t.co/MhYAMV1ZmZ,"November 04, 2015 at 12:53AM",1,1
https://t.co/MoJMzusKPD,"September 26, 2015 at 02:41AM",1,1
https://t.co/mvcubOJmNf,"October 21, 2015 at 11:55PM",1,1
https://t.co/mzKZfbDAHw,"November 23, 2015 at 04:14AM",1,0
https://t.co/N2WTxFsfQR,"October 30, 2015 at 07:25PM",1,1
https://t.co/n4YgZ4ptuW,"October 23, 2015 at 07:53PM",0,1
https://t.co/nawIB4pzHL,"November 16, 2015 at 09:32AM",1,1
https://t.co/nBzLknUnvM,"November 24, 2015 at 05:15PM",1,1
https://t.co/NchmQxTF4a,"December 02, 2015 at 11:31AM",1,1
https://t.co/NkVppWKX7U,"October 29, 2015 at 08:33AM",1,1
https://t.co/nolhR7m1NT,"November 08, 2015 at 10:41PM",1,1
https://t.co/nT4NAGtEm6,"November 15, 2015 at 06:17PM",1,1
https://t.co/Nuf3mTRx36,"November 12, 2015 at 07:50PM",1,1
https://t.co/oB7f7n1mSv,"December 06, 2015 at 10:20AM",1,1
https://t.co/OlKnXaGXUz,"October 28, 2015 at 12:44AM",1,1
https://t.co/OOvQohP1Gg,"October 21, 2015 at 01:26PM",1,1
https://t.co/OrgBuKDFPW,"November 08, 2015 at 11:40PM",1,1
https://t.co/OScsRNC726,"November 21, 2015 at 08:49PM",1,1
https://t.co/OzcJ5A0OuM,"October 29, 2015 at 08:18AM",1,1
https://t.co/OzSforx402,"October 30, 2015 at 07:52PM",1,1
https://t.co/P0AOn1dEc9,"November 04, 2015 at 06:59PM",1,0
https://t.co/P1j4tuc4bH,"October 28, 2015 at 07:56PM",1,1
https://t.co/pEM3EiUurR,"October 30, 2015 at 04:28PM",0,1
https://t.co/PFTksoRHgE,"November 08, 2015 at 09:40PM",1,1
https://t.co/PggggVeGlM,"November 09, 2015 at 02:49PM",1,1
https://t.co/PLtXuZ68aS,"November 18, 2015 at 04:32PM",1,1
https://t.co/plU8Dan8nk,"November 09, 2015 at 09:06PM",1,1
https://t.co/pmv5xpQjAq,"November 19, 2015 at 10:03AM",1,1
https://t.co/PqdzcGL3lu,"December 09, 2015 at 05:21PM",1,0
https://t.co/PSGhZcemnG,"October 26, 2015 at 12:25PM",1,1
https://t.co/Q0Eylv03nK,"October 23, 2015 at 03:24PM",0,1
https://t.co/QDA1gERUE2,"November 04, 2015 at 10:35PM",1,1
https://t.co/QdMeStAhbV,"November 19, 2015 at 07:07AM",1,1
https://t.co/qkwmhnb1Hq,"October 29, 2015 at 10:14AM",1,1
https://t.co/qO7cTDcNc8,"October 22, 2015 at 02:03AM",1,1
https://t.co/qOVNKyaWWj,"October 25, 2015 at 10:38PM",1,1
https://t.co/QQiSXkzxDJ,"December 01, 2015 at 10:05AM",1,1
https://t.co/QYX4liD3IO,"November 13, 2015 at 10:53AM",1,1
https://t.co/QzPWb2uhgs,"November 25, 2015 at 05:45PM",1,1
https://t.co/R2l6AyZl9N,"November 03, 2015 at 10:29AM",1,1
https://t.co/RcfpNZfUAQ,"November 30, 2015 at 10:34PM",1,1
https://t.co/RcfpNZfUAQ,"November 30, 2015 at 06:28AM",1,1
https://t.co/reIYZ7MtUn,"October 29, 2015 at 01:09AM",1,1
https://t.co/rFNLsnF7ob,"November 25, 2015 at 11:30PM",1,1
https://t.co/rjiZlb0Gcl,"November 02, 2015 at 09:31AM",1,1
https://t.co/rJwEd8WW1t,"November 09, 2015 at 11:45AM",1,1
https://t.co/RkJ5e838k6,"November 05, 2015 at 01:35AM",1,1
https://t.co/rOtEZRLyc6,"November 24, 2015 at 04:19PM",1,1
https://t.co/S0ie731BJe,"November 11, 2015 at 11:17PM",1,1
https://t.co/s0wZQKYzo4,"October 29, 2015 at 10:13AM",1,1
https://t.co/S2mw6xq8NC,"November 09, 2015 at 03:18AM",1,1
https://t.co/s7hKZX37on,"November 16, 2015 at 09:29AM",1,1
https://t.co/saXEF9tBUR,"November 09, 2015 at 05:04PM",1,0
https://t.co/SBygU8GYEH,"December 08, 2015 at 04:40PM",1,1
https://t.co/sDCX8MlCBK,"October 26, 2015 at 12:14PM",0,1
https://t.co/SdH0LVXf8F,"December 09, 2015 at 01:31PM",1,1
https://t.co/SFDX5P3HH3,"October 21, 2015 at 04:13PM",1,1
https://t.co/sqWvEzCIzq,"October 27, 2015 at 09:41PM",1,1
https://t.co/sRsxnoJXDC,"November 24, 2015 at 02:45PM",1,1
https://t.co/sSp22LQi6Q,"October 31, 2015 at 10:51PM",1,1
https://t.co/SVZCXpRvac,"November 13, 2015 at 02:08PM",1,0
https://t.co/t1YVC17ud9,"October 28, 2015 at 12:18AM",1,1
https://t.co/t2CIqYcjtu,"October 23, 2015 at 03:35PM",0,1
https://t.co/tEXZw9szyL,"November 25, 2015 at 03:38PM",1,1
https://t.co/TJHUtrktiA,"November 17, 2015 at 04:19PM",1,1
https://t.co/tokEybMTdY,"November 18, 2015 at 09:20PM",1,1
https://t.co/Tq1Id2D2Ri,"November 12, 2015 at 01:31PM",1,1
https://t.co/tQ8nYzvyRk,"October 25, 2015 at 04:21PM",1,0
https://t.co/u07cwWnW2X,"October 30, 2015 at 05:02PM",1,1
https://t.co/U8h8XVO5gT,"October 23, 2015 at 07:54PM",0,1
https://t.co/u8pYeyQmdo,"November 13, 2015 at 03:52PM",1,0
https://t.co/Uiz3iI0LRv,"October 25, 2015 at 10:01AM",1,1
https://t.co/ujm2WsKATn,"October 24, 2015 at 12:51PM",0,1
https://t.co/uNXMTFpS83,"October 29, 2015 at 10:07AM",1,1
https://t.co/UpevSoR6xt,"December 09, 2015 at 10:30AM",1,1
https://t.co/UpevSozv8T,"November 26, 2015 at 01:46PM",1,1
https://t.co/uWGb4CVAaM,"November 16, 2015 at 10:39AM",1,1
https://t.co/UwUxsxxH59,"November 12, 2015 at 03:41AM",1,1
https://t.co/UxR3fTgfLM,"December 02, 2015 at 09:23PM",1,1
https://t.co/uz8rb92wk1,"October 29, 2015 at 08:40AM",1,1
https://t.co/V1AxtwmeH1,"November 03, 2015 at 06:23PM",1,1
https://t.co/vF8gFPVLH0,"November 06, 2015 at 10:53PM",1,1
https://t.co/vLWQElFPPC,"October 22, 2015 at 05:06AM",1,1
https://t.co/vWbGMfkiyl,"November 07, 2015 at 02:47PM",1,1
https://t.co/vWbGMfkiyl,"November 06, 2015 at 01:16PM",1,1
https://t.co/W0N86jdJsC,"November 29, 2015 at 03:59PM",1,1
https://t.co/WawcVxwdlP,"November 04, 2015 at 07:03PM",1,1
https://t.co/wd0CfRrd20,"October 26, 2015 at 04:40PM",1,1
https://t.co/wh0b3rIoIz,"December 02, 2015 at 08:13PM",1,1
https://t.co/WRG8HOYCxp,"November 09, 2015 at 03:56PM",1,1
https://t.co/WsEAp13HBK,"December 07, 2015 at 11:42PM",1,1
https://t.co/wuw3bIapnA,"August 31, 2015 at 09:35PM",1,1
https://t.co/X7M2I9cb0r,"November 25, 2015 at 09:30AM",1,1
https://t.co/X8ubneu0Ht,"November 24, 2015 at 08:17PM",1,0
https://t.co/xGiPSjoTlE,"November 15, 2015 at 01:28AM",1,1
https://t.co/xHIU8wqxjP,"October 23, 2015 at 04:39PM",0,1
https://t.co/xkr2Mu8up0,"October 29, 2015 at 09:03AM",1,1
https://t.co/xpYYHXNYt4,"December 07, 2015 at 11:59AM",1,1
https://t.co/XrwHjTsVEu,"October 29, 2015 at 10:44AM",1,1
https://t.co/xU0CUSiA3F,"October 22, 2015 at 09:54AM",1,1
https://t.co/XVmKP8MNbF,"October 26, 2015 at 03:59AM",1,1
https://t.co/xZ1VTtEPCl,"November 16, 2015 at 08:08PM",1,1
https://t.co/XzfIe1bt79,"November 04, 2015 at 09:08PM",1,1
https://t.co/YbmALnU6qr,"November 19, 2015 at 06:21AM",1,1
https://t.co/yEZSKV0AsG,"October 26, 2015 at 02:14PM",1,1
https://t.co/YgG76kfpTp,"November 24, 2015 at 01:36AM",1,1
https://t.co/ygst7rLF97,"October 24, 2015 at 05:31PM",1,1
https://t.co/YI9xWZwMpm,"October 29, 2015 at 10:12AM",1,1
https://t.co/ylkN8ilZr6,"November 25, 2015 at 03:42PM",1,1
https://t.co/ymfdtnNVhy,"November 17, 2015 at 04:01AM",1,1
https://t.co/ypLRtolcFj,"October 29, 2015 at 01:00PM",1,1
https://t.co/YQnidX3lTp,"November 22, 2015 at 07:20PM",1,1
https://t.co/yXeZ1PGG6y,"October 27, 2015 at 01:18AM",1,1
https://t.co/Z07hoUSwA4,"October 28, 2015 at 01:54PM",1,1
https://t.co/Z07hoUSwA4,"October 29, 2015 at 08:35AM",1,1
https://t.co/z6kbRvGKmu,"November 06, 2015 at 09:05AM",1,1
https://t.co/ZBc7zzuRcl,"November 04, 2015 at 10:15PM",1,1
https://t.co/zeqwcKbH60,"November 22, 2015 at 11:12PM",1,1
https://t.co/zFkaBlqPn3,"November 06, 2015 at 07:12PM",1,1
https://t.co/zi2RleKhKa,"November 09, 2015 at 01:44PM",1,1
https://t.co/ZlvARoSjAG,"December 05, 2015 at 11:28AM",1,1
https://t.co/ZP2obGRtvx,"October 27, 2015 at 05:15PM",1,1
https://t.co/zP4aAIBgnT,"December 08, 2015 at 02:48PM",1,0
https://t.co/1JIXumQ4Ok,"November 23, 2015 at 11:06AM",1,1
NA,"October 21, 2015 at 09:36PM",0,1
http://t.co/gopLaLy6O2,"September 22, 2015 at 05:52PM",1,1
http://t.co/azKD5XfNEO,"September 29, 2015 at 08:22PM",1,1
https://t.co/esEdvsPmFT,"November 19, 2015 at 03:18AM",1,1
https://t.co/GjXT88PdUx,"December 08, 2015 at 08:21PM",1,1
https://t.co/M6036Vy7lj,"November 18, 2015 at 02:30AM",1,1
https://t.co/Qv82UoPbRm,"December 11, 2015 at 12:48AM",1,1
https://t.co/qf6oGjReWU,"November 12, 2015 at 02:58AM",1,1
https://t.co/rctui1NuXq,"October 31, 2015 at 08:51PM",1,1
https://t.co/SftLZmdabj,"December 02, 2015 at 06:02AM",1,1
https://t.co/2jRj3R5LV5,"December 09, 2015 at 11:59PM",1,1
https://t.co/DD7ajqO8Pa,"December 03, 2015 at 01:55AM",1,1
https://t.co/E0yDKYG4mB,"November 19, 2015 at 02:57AM",1,1
https://t.co/E0yDKYG4mB,"November 19, 2015 at 03:04AM",1,1
https://t.co/PgkWGehzR5,"December 11, 2015 at 12:31AM",1,1
https://t.co/UPwu0jegZQ,"December 08, 2015 at 10:36PM",1,1
https://t.co/VUJ7ZcyJlH,"December 03, 2015 at 02:20PM",1,1
https://t.co/X1ICgDon1h,"November 15, 2015 at 10:19PM",1,1
https://t.co/zeWshbAeOp,"December 11, 2015 at 12:18AM",1,1
https://t.co/RuyFVtlQwy,"November 18, 2015 at 12:03AM",1,1
https://t.co/l2iAs3z2Y1,"December 08, 2015 at 10:50AM",1,1
http://t.co/tDhtdox1Wy,"September 29, 2015 at 08:04PM",1,1
https://t.co/TqtURMEYiT,"November 26, 2015 at 01:59PM",1,1
http://t.co/bGwHi0A7sU,"September 30, 2015 at 05:50PM",1,0
http://t.co/T5mU2CznAB,"September 11, 2015 at 02:11PM",1,1
https://t.co/wzdvJQEclD,"October 22, 2015 at 09:47AM",0,1
https://t.co/WY7pxP69x7,"December 04, 2015 at 04:01PM",1,1
https://t.co/KoCgBLhQcf,"November 20, 2015 at 12:00AM",1,1
https://t.co/8xXiBWZ7mN,"October 27, 2015 at 05:28PM",1,1
https://t.co/mvG3tOGYey,"November 25, 2015 at 02:11AM",1,1
NA,"November 09, 2015 at 10:30AM",1,1
NA,"October 16, 2015 at 09:31AM",1,1
NA,"December 09, 2015 at 07:02PM",1,0
https://t.co/oN6F9dyJzL,"December 08, 2015 at 02:40PM",1,1
http://t.co/NW0Eh2tOPh,"August 20, 2015 at 02:34AM",1,1
NA,"November 21, 2015 at 06:49PM",0,1
https://t.co/JdwncMM6Mh,"November 29, 2015 at 06:45AM",1,1
NA,"November 05, 2015 at 08:25PM",1,1
http://t.co/NPM8TwXTHS,"October 12, 2015 at 08:07PM",1,0
