firsturl,date,chjh,mzelst
NA,"November 09, 2015 at 03:52PM",1,1
NA,"November 01, 2015 at 03:29AM",1,1
NA,"November 01, 2015 at 03:36PM",1,1
http://t.co/QsscFV392O,"September 17, 2015 at 04:18PM",1,1
NA,"December 03, 2015 at 04:32PM",1,1
NA,"October 27, 2015 at 01:24PM",1,1
NA,"October 27, 2015 at 07:17PM",1,1
NA,"December 07, 2015 at 08:30PM",1,1
NA,"November 10, 2015 at 11:23AM",1,1
NA,"November 12, 2015 at 07:21PM",1,1
NA,"November 03, 2015 at 06:52PM",0,0
NA,"November 19, 2015 at 03:11PM",1,1
http://t.co/jPYjJkVq2n,"September 08, 2015 at 11:39AM",0,0
http://t.co/gZqkMHaKlM,"September 11, 2015 at 11:45AM",1,1
http://t.co/gZqkMHaKlM,"September 11, 2015 at 12:09PM",1,1
NA,"November 19, 2015 at 12:18PM",0,0
https://t.co/QkpvaiDgo1,"November 12, 2015 at 07:48AM",0,0
https://t.co/agFoXD6q4i,"October 21, 2015 at 04:15PM",0,0
NA,"October 21, 2015 at 03:41PM",0,0
https://t.co/K1xCh50WS9,"October 22, 2015 at 08:30PM",0,0
http://t.co/wAPaYxB49m,"October 19, 2015 at 04:54PM",1,0
NA,"October 26, 2015 at 07:06PM",1,1
http://t.co/xpb67O2vUM,"September 07, 2015 at 10:35PM",1,1
https://t.co/ioy1CqkBIR,"October 23, 2015 at 08:17PM",1,1
https://t.co/r4tGoiM4Rx,"October 23, 2015 at 02:34PM",0,0
https://t.co/TJov4VdbPF,"October 23, 2015 at 02:45PM",0,0
https://t.co/7hUJQnPWFc,"October 21, 2015 at 04:36PM",0,0
NA,"November 28, 2015 at 10:33PM",1,1
NA,"November 18, 2015 at 05:26PM",1,1
https://t.co/PSK9VwViVG,"November 06, 2015 at 04:06PM",1,1
NA,"October 25, 2015 at 02:32AM",1,1
NA,"October 25, 2015 at 02:44AM",1,1
http://t.co/JYqA0a3rtx,"October 19, 2015 at 02:27PM",1,1
https://t.co/EijmwilVfN,"October 24, 2015 at 10:25AM",0,0
https://t.co/QLBePyt7mo,"October 31, 2015 at 05:03PM",0,0
https://t.co/CDbkaNMxCn,"October 22, 2015 at 08:23PM",0,0
NA,"November 27, 2015 at 10:01PM",0,0
https://t.co/uPkCpM4DtR,"October 24, 2015 at 02:25AM",0,0
NA,"October 30, 2015 at 02:43PM",0,0
NA,"October 30, 2015 at 09:45AM",0,0
https://t.co/NYsLP5TvX7,"October 27, 2015 at 08:22AM",0,0
https://t.co/Ur9W2eHvwx,"October 22, 2015 at 09:49AM",0,0
https://t.co/AXC2QPVGNa,"October 26, 2015 at 02:00PM",0,0
https://t.co/cUqN8OVQry,"October 23, 2015 at 08:24PM",0,0
https://t.co/3Pz7TC7mbr,"October 24, 2015 at 05:12PM",0,0
https://t.co/k2qg11blaR,"October 24, 2015 at 05:34AM",0,0
https://t.co/bzluwem4C0,"October 22, 2015 at 11:38AM",0,0
https://t.co/ZagFeL32jq,"October 28, 2015 at 08:14PM",0,0
https://t.co/J2MvcPUvKl,"October 21, 2015 at 05:43PM",0,0
https://t.co/oQoUKASTpA,"October 26, 2015 at 12:46AM",0,0
https://t.co/vUo8akAEBw,"October 23, 2015 at 01:32PM",0,0
https://t.co/v3MYn4y0an,"October 22, 2015 at 07:20PM",0,0
https://t.co/PVCSXOgfiP,"October 27, 2015 at 08:58PM",0,0
https://t.co/x8UO0J8G3A,"October 21, 2015 at 10:26PM",0,0
https://t.co/MSJnjOFOI9,"October 23, 2015 at 06:29AM",0,0
https://t.co/crcnVLameQ,"October 22, 2015 at 04:54PM",0,0
https://t.co/n7r2tF7v2M,"October 25, 2015 at 11:15PM",0,0
https://t.co/rY5hd2a3zH,"October 21, 2015 at 08:17PM",0,0
https://t.co/f7oQWsVIhO,"October 22, 2015 at 12:13AM",0,0
https://t.co/fkkzFH62sq,"October 22, 2015 at 02:14AM",0,0
https://t.co/ISyRK1YC1G,"October 24, 2015 at 07:13AM",0,0
https://t.co/kTv7sj6Op8,"October 22, 2015 at 02:01PM",0,0
https://t.co/lETJ6E5rBA,"October 21, 2015 at 09:37PM",0,0
https://t.co/3hG8bRHp9E,"November 04, 2015 at 05:04PM",0,0
https://t.co/3YGKN1HpMw,"October 24, 2015 at 03:38PM",0,0
https://t.co/9wbSHLrxF9,"October 23, 2015 at 04:25AM",0,0
https://t.co/c4o9qcx71l,"November 15, 2015 at 11:06AM",0,0
https://t.co/eNs0NPAaUG,"October 22, 2015 at 05:08PM",0,0
https://t.co/GKOpWIOLmw,"October 21, 2015 at 01:26PM",0,0
https://t.co/juqSlkxMd0,"October 21, 2015 at 11:58AM",0,0
https://t.co/JXUPAnlnS5,"October 21, 2015 at 02:23PM",0,0
https://t.co/kl61BgStMv,"October 22, 2015 at 08:53AM",0,0
https://t.co/qECzEJaiaq,"October 21, 2015 at 07:07PM",0,0
https://t.co/VIzQvquz7t,"October 21, 2015 at 09:31PM",0,0
https://t.co/zGZ34KsjZ3,"October 24, 2015 at 12:39PM",0,0
https://t.co/WmeJImfpxc,"October 25, 2015 at 07:59PM",0,0
NA,"October 23, 2015 at 04:46PM",0,0
https://t.co/0fGuT28S30,"October 23, 2015 at 04:27AM",0,0
https://t.co/FSOwkKYQx5,"October 26, 2015 at 11:45AM",0,0
https://t.co/V8bV7MR7Na,"October 24, 2015 at 06:31PM",0,0
https://t.co/lYBpDuMzal,"October 22, 2015 at 10:59AM",0,0
https://t.co/KsYdn6Metp,"October 26, 2015 at 01:53PM",0,0
https://t.co/4cqBB1l9dT,"October 24, 2015 at 11:50AM",0,0
https://t.co/j1yCoqpIY2,"October 24, 2015 at 11:47AM",0,0
https://t.co/tVOic4F6BD,"October 30, 2015 at 07:08PM",0,0
https://t.co/B5TbJGyoVe,"October 22, 2015 at 01:06PM",0,0
https://t.co/Gl8Zy8CmHR,"October 24, 2015 at 06:07PM",0,0
https://t.co/ZWrGqnRTRA,"October 21, 2015 at 09:54PM",0,0
NA,"October 28, 2015 at 03:03PM",0,0
https://t.co/CpXFxQvJJE,"October 22, 2015 at 06:27PM",0,0
https://t.co/70Uxs7qaAM,"October 24, 2015 at 09:55AM",0,0
NA,"October 15, 2015 at 09:26AM",1,1
NA,"October 15, 2015 at 09:29AM",1,1
NA,"October 21, 2015 at 05:30PM",1,1
https://t.co/IzoDq31dKW,"October 21, 2015 at 01:47PM",0,0
https://t.co/d9JdW1nDzQ,"October 21, 2015 at 07:59PM",0,0
NA,"August 26, 2015 at 07:39PM",0,0
NA,"October 01, 2015 at 08:41PM",1,1
https://t.co/fhjilzW71P,"October 30, 2015 at 07:54PM",1,1
https://t.co/Pi9lZbL5ag,"October 21, 2015 at 10:29AM",1,1
NA,"November 11, 2015 at 07:07PM",0,0
NA,"October 23, 2015 at 01:50PM",0,0
https://t.co/r90N1tVsmk,"November 01, 2015 at 03:38PM",0,0
https://t.co/ekFs5Ce9f3,"October 22, 2015 at 09:33AM",0,0
NA,"October 28, 2015 at 04:36PM",0,0
https://t.co/SM6lG5EQuK,"November 20, 2015 at 12:12PM",0,1
https://t.co/VTlCmSQrs6,"October 20, 2015 at 03:02PM",0,0
NA,"November 06, 2015 at 10:00PM",0,0
http://t.co/caK2kRdQQ2,"September 08, 2015 at 01:29PM",0,0
NA,"November 10, 2015 at 06:08PM",1,0
NA,"December 08, 2015 at 02:58PM",0,0
NA,"October 20, 2015 at 10:25AM",0,0
NA,"October 21, 2015 at 06:40PM",0,0
https://t.co/5qlpGEQdA4,"December 11, 2015 at 03:09PM",0,0
NA,"October 22, 2015 at 06:18PM",0,0
NA,"October 14, 2015 at 09:38PM",1,1
http://t.co/ACB78lU8ND,"October 14, 2015 at 10:06PM",1,1
NA,"October 01, 2015 at 08:48PM",1,1
https://t.co/3IAywjb07f,"October 24, 2015 at 10:33AM",0,0
https://t.co/Nvcf8BGDYC,"October 24, 2015 at 02:35AM",0,0
https://t.co/pMcx4Fbpsl,"September 04, 2015 at 12:30AM",0,0
http://t.co/72rrA2JU18,"September 23, 2015 at 08:54PM",1,0
https://t.co/yWoZCesdCK,"November 06, 2015 at 04:36PM",1,1
https://t.co/8Cfe5gajYg,"November 04, 2015 at 01:11PM",0,0
https://t.co/9hp81bxJ1s,"October 24, 2015 at 04:58PM",0,0
NA,"October 26, 2015 at 11:06AM",0,0
https://t.co/oYvSk1S1rs,"December 02, 2015 at 03:58PM",1,1
https://t.co/sYLC5ED6OQ,"October 24, 2015 at 03:03PM",0,0
https://t.co/P1xUmqK4bm,"November 16, 2015 at 10:11AM",1,1
http://t.co/fzm9kgHirN,"August 29, 2015 at 04:13AM",1,0
http://t.co/6wgw8mHil6,"September 21, 2015 at 12:43PM",1,1
NA,"November 19, 2015 at 09:38AM",1,1
https://t.co/Lpmi3r8zlh,"November 04, 2015 at 10:15AM",1,1
https://t.co/Lpmi3r8zlh,"November 03, 2015 at 08:59PM",1,0
NA,"December 01, 2015 at 05:25PM",1,1
https://t.co/kofd1w92mq,"October 23, 2015 at 01:54PM",0,0
NA,"October 22, 2015 at 09:15PM",0,0
http://t.co/nPbc9pcSBm,"September 21, 2015 at 08:01PM",1,0
NA,"October 01, 2015 at 07:23PM",0,0
http://t.co/Axf7FSVSWn,"October 09, 2015 at 04:39PM",1,1
https://t.co/9uPH4BseG5,"November 27, 2015 at 10:22AM",1,1
https://t.co/9uPH4BseG5,"November 27, 2015 at 10:29AM",1,1
https://t.co/DmTMEfBDUW,"December 08, 2015 at 01:58PM",1,1
https://t.co/pSQthCcGnA,"September 03, 2015 at 10:51AM",0,1
https://t.co/FodM4UFxIq,"December 01, 2015 at 07:34PM",1,1
https://t.co/FEXRr05yD7,"December 10, 2015 at 02:22PM",1,1
NA,"August 19, 2015 at 02:33AM",1,1
http://t.co/tU7XPqGdwL,"August 24, 2015 at 02:41PM",0,0
https://t.co/7Bse3IlXsp,"October 23, 2015 at 04:52PM",0,0
http://t.co/W7ZRSvK9aI,"October 10, 2015 at 05:32AM",1,1
http://t.co/oUmGmY7sio,"October 19, 2015 at 05:44PM",1,1
https://t.co/2UEX5VtWwc,"November 17, 2015 at 05:46AM",1,1
https://t.co/sgvuVJn3Zv,"October 23, 2015 at 01:05PM",1,1
http://t.co/VXWRIKLOUH,"September 19, 2015 at 09:56PM",1,1
https://t.co/1L7OMk425R,"December 04, 2015 at 08:29PM",1,1
NA,"September 02, 2015 at 07:44PM",1,1
NA,"December 09, 2015 at 01:12PM",1,1
http://t.co/XwMLzpTDZp,"September 10, 2015 at 02:45AM",1,1
https://t.co/X1G71aQ5gq,"November 04, 2015 at 12:01PM",1,1
https://t.co/VJs2xrYcu6,"December 03, 2015 at 08:39PM",1,1
NA,"October 19, 2015 at 05:40PM",1,1
NA,"October 13, 2015 at 02:12AM",1,1
https://t.co/DTguXgaLYL,"October 28, 2015 at 04:17PM",1,1
NA,"November 10, 2015 at 12:04PM",1,1
NA,"October 26, 2015 at 10:43AM",1,1
https://t.co/RpVk84CMZ0,"October 29, 2015 at 04:14PM",1,1
http://t.co/2B6kj1ujXh,"October 18, 2015 at 08:17PM",1,1
https://t.co/211qudbCz4,"November 13, 2015 at 05:58PM",1,1
https://t.co/3MVqbQaShL,"November 07, 2015 at 12:10PM",1,1
NA,"November 02, 2015 at 03:50PM",1,1
https://t.co/6YbNQpvh8t,"November 27, 2015 at 04:42PM",1,1
https://t.co/FHdHp8CW5o,"December 10, 2015 at 09:10PM",1,1
https://t.co/psaMHd3IzB,"November 18, 2015 at 02:05PM",1,1
NA,"December 01, 2015 at 03:51PM",0,1
https://t.co/iGnZx2GktP,"November 02, 2015 at 09:41AM",1,1
https://t.co/iGnZx2GktP,"November 02, 2015 at 10:15AM",1,0
https://t.co/DzytkcBpVY,"October 29, 2015 at 07:10PM",1,1
http://t.co/ty962LsjgW,"September 14, 2015 at 09:08AM",1,1
https://t.co/MO8PjTYHrq,"October 21, 2015 at 09:57AM",1,1
https://t.co/yo8zjBxraF,"November 17, 2015 at 10:44AM",1,1
NA,"November 04, 2015 at 02:23PM",1,1
https://t.co/RGCB2w2CZy,"October 27, 2015 at 11:58AM",1,1
https://t.co/2fActBQkxm,"November 20, 2015 at 01:02PM",1,1
http://t.co/eYa3Wp83k9,"September 11, 2015 at 10:38AM",1,1
http://t.co/A9b2uDzS5s,"October 15, 2015 at 03:36AM",1,1
http://t.co/NItdYTXS2e,"October 05, 2015 at 07:21PM",1,1
http://t.co/VUqrCTZvCH,"September 27, 2015 at 06:32PM",1,1
http://t.co/xiSqiMIsF1,"September 11, 2015 at 04:08PM",1,1
http://t.co/hA1Ptr39ML,"September 24, 2015 at 07:07PM",1,1
NA,"November 27, 2015 at 10:34PM",1,1
https://t.co/fzLICPOwjs,"November 13, 2015 at 10:04PM",1,1
http://t.co/KUx8lOAjga,"August 24, 2015 at 05:37AM",1,1
https://t.co/qiJjNPRNlh,"December 08, 2015 at 05:40PM",1,1
NA,"October 26, 2015 at 11:21AM",1,1
NA,"October 27, 2015 at 01:20PM",1,1
NA,"November 12, 2015 at 06:17AM",0,1
NA,"September 23, 2015 at 05:16PM",0,0
NA,"November 10, 2015 at 05:11PM",1,1
https://t.co/hLylYZ6Oe7,"September 16, 2015 at 04:11AM",1,1
NA,"October 01, 2015 at 01:56PM",1,1
https://t.co/vC2gK1LoRv,"November 06, 2015 at 11:41AM",1,1
NA,"October 01, 2015 at 01:39AM",1,1
https://t.co/vcGvfTnGme,"November 17, 2015 at 08:54PM",1,1
http://t.co/0NUbmHEln9,"September 28, 2015 at 12:53PM",1,1
http://t.co/0NUbmHEln9,"September 16, 2015 at 12:37PM",1,0
http://t.co/fS6eiUacC3,"October 03, 2015 at 02:19PM",1,0
http://t.co/fS6eiUacC3,"October 03, 2015 at 05:01PM",1,1
http://t.co/ENwnFod5gv,"September 15, 2015 at 01:39PM",1,1
http://t.co/4BUZr9jVdG,"October 05, 2015 at 02:33PM",1,1
http://t.co/809IVpMINU,"October 02, 2015 at 10:29AM",1,1
http://t.co/5CP1YEuWZG,"September 21, 2015 at 12:47PM",1,1
http://t.co/oyofl75Gdt,"September 28, 2015 at 09:00PM",1,1
https://t.co/qTOMxdW4x5,"November 14, 2015 at 08:43AM",1,1
http://t.co/Cg24sDWj4B,"September 01, 2015 at 06:19PM",1,1
https://t.co/aRNDZ5wx9V,"November 03, 2015 at 10:10AM",1,1
https://t.co/evndxk4vOm,"November 12, 2015 at 09:24PM",1,1
https://t.co/SbkuyUlAEA,"September 28, 2015 at 10:37PM",0,0
NA,"October 21, 2015 at 02:50PM",0,0
https://t.co/NBdymQc6mn,"October 22, 2015 at 10:45PM",0,0
http://t.co/iZBEqg5fhL,"September 20, 2015 at 10:53PM",1,1
http://t.co/U5raRxTL2z,"September 09, 2015 at 10:11AM",0,0
NA,"October 23, 2015 at 09:29AM",0,0
https://t.co/ChPvk5wSpV,"September 14, 2015 at 07:06AM",0,1
https://t.co/j5GmXulhbg,"October 23, 2015 at 05:56AM",0,0
NA,"September 01, 2015 at 12:55PM",1,1
NA,"November 24, 2015 at 12:40PM",1,1
NA,"October 16, 2015 at 12:29PM",1,1
http://t.co/qT5yeUOsje,"October 17, 2015 at 04:32PM",0,0
NA,"November 07, 2015 at 10:37AM",0,0
NA,"October 24, 2015 at 05:35AM",0,0
NA,"November 29, 2015 at 08:16PM",1,1
NA,"October 30, 2015 at 12:05PM",1,1
NA,"October 30, 2015 at 10:38PM",1,1
NA,"November 09, 2015 at 01:02AM",1,1
https://t.co/PLiufzBfep,"October 21, 2015 at 12:53PM",0,0
https://t.co/rjlhW4TSFN,"October 22, 2015 at 01:15PM",0,0
https://t.co/P5KbrxygCr,"October 22, 2015 at 08:20PM",0,0
https://t.co/7DZzPlrBcT,"October 22, 2015 at 12:11AM",0,0
https://t.co/owb0gy1kUF,"October 21, 2015 at 03:29PM",0,0
https://t.co/bBwhr7zzgp,"October 21, 2015 at 04:48PM",0,0
https://t.co/utbnM2XfX4,"October 20, 2015 at 02:31PM",0,0
https://t.co/XOjwCNlc37,"October 20, 2015 at 01:22PM",0,0
https://t.co/D2olqe5Hya,"October 26, 2015 at 12:57PM",0,0
http://t.co/sgLbIyjCfY,"October 19, 2015 at 01:39PM",0,0
https://t.co/zHfBhBnsoX,"October 21, 2015 at 08:21AM",0,0
https://t.co/iDN1wHIO8h,"October 21, 2015 at 11:05PM",0,0
NA,"November 23, 2015 at 04:22PM",0,1
NA,"October 25, 2015 at 03:01AM",0,0
NA,"November 18, 2015 at 05:20PM",1,1
https://t.co/DD7Vejz7it,"October 21, 2015 at 06:51PM",0,0
https://t.co/3H06BdHE0H,"December 07, 2015 at 08:50AM",0,0
NA,"October 30, 2015 at 12:13PM",1,1
https://t.co/MqRBxQd1sd,"November 13, 2015 at 01:16PM",0,0
NA,"October 30, 2015 at 12:29PM",1,1
NA,"October 30, 2015 at 12:25PM",1,1
NA,"October 30, 2015 at 12:15PM",1,1
NA,"October 30, 2015 at 12:16PM",1,1
NA,"October 30, 2015 at 12:06PM",1,1
NA,"October 30, 2015 at 12:30PM",1,1
NA,"September 11, 2015 at 09:18AM",0,0
NA,"September 09, 2015 at 10:47PM",0,0
NA,"September 22, 2015 at 10:32AM",1,1
https://t.co/SqUg1eLnFp,"October 26, 2015 at 02:06PM",1,1
http://t.co/y5wWv4Eitu,"October 12, 2015 at 05:10PM",1,1
https://t.co/ivVkO4eqFX,"October 23, 2015 at 02:48PM",0,0
NA,"October 15, 2015 at 08:29AM",0,1
NA,"August 26, 2015 at 08:07PM",1,1
https://t.co/k6OepVJ0PS,"November 01, 2015 at 01:03PM",0,0
NA,"September 09, 2015 at 10:07AM",1,1
NA,"October 27, 2015 at 09:44AM",0,0
https://t.co/ZUG6uRpONs,"November 06, 2015 at 05:21PM",0,0
https://t.co/cCE4eTEo3O,"October 29, 2015 at 05:55PM",0,0
https://t.co/GjJiqGuIRT,"October 23, 2015 at 09:25AM",0,0
https://t.co/nHHw4wvjRg,"November 05, 2015 at 11:10AM",0,0
https://t.co/oUfF6pxNDm,"September 09, 2015 at 01:33PM",0,0
NA,"September 09, 2015 at 01:34PM",0,0
http://t.co/Iffz7TU2ac,"October 07, 2015 at 06:22PM",0,0
https://t.co/RKyHRfluCw,"November 21, 2015 at 12:59PM",1,1
http://t.co/wBg57yMGld,"September 19, 2015 at 03:49AM",1,1
NA,"August 29, 2015 at 08:54PM",1,1
https://t.co/7YuVRVhKPT,"November 04, 2015 at 05:44PM",0,0
http://t.co/gUUwVgFqLX,"October 15, 2015 at 02:33PM",1,1
NA,"December 12, 2015 at 06:18PM",1,1
http://t.co/K3eI3aO5Uy,"September 25, 2015 at 10:57AM",1,1
http://t.co/TC6SzGnVT4,"September 25, 2015 at 11:00AM",1,1
http://t.co/BQzl5FxlHE,"September 18, 2015 at 04:40AM",1,1
https://t.co/icG5etJGOA,"November 20, 2015 at 03:35PM",1,1
http://t.co/63Hw28xr06,"October 12, 2015 at 09:56AM",1,1
http://t.co/YjrecLWQvD,"September 21, 2015 at 11:09AM",1,1
https://t.co/n40pjMk7Ck,"November 25, 2015 at 02:32AM",1,1
NA,"September 02, 2015 at 04:22AM",0,0
http://t.co/vesLIdRsPO,"August 30, 2015 at 04:39AM",1,1
http://t.co/yqH8WmNCOq,"August 20, 2015 at 12:33PM",1,1
http://t.co/n5nHdsOE7P,"August 24, 2015 at 11:16PM",1,1
http://t.co/NeftsidHs3,"August 20, 2015 at 05:00PM",1,1
http://t.co/8cQLLC6fQZ,"September 27, 2015 at 04:52PM",1,1
http://t.co/WFoF66vwVC,"September 30, 2015 at 01:06PM",1,1
NA,"December 01, 2015 at 06:40PM",1,1
NA,"December 12, 2015 at 06:30PM",0,0
https://t.co/gWP6S7ABKf,"December 12, 2015 at 07:01PM",1,1
http://t.co/CgltV3Y0pT,"October 04, 2015 at 09:53AM",1,1
https://t.co/W6Ub8xndL3,"December 10, 2015 at 10:32PM",1,1
https://t.co/qGcYwsN27o,"November 12, 2015 at 04:58PM",1,1
http://t.co/dyOtNmxGJe,"August 20, 2015 at 12:15AM",1,1
NA,"November 12, 2015 at 01:05PM",1,1
https://t.co/hrBtTnbAeB,"November 09, 2015 at 12:45AM",1,1
NA,"September 08, 2015 at 03:15PM",1,1
NA,"November 11, 2015 at 05:54PM",1,1
NA,"November 11, 2015 at 07:23PM",1,1
NA,"December 11, 2015 at 12:22PM",1,1
https://t.co/oPy7oMbD3Y,"December 01, 2015 at 05:32PM",1,1
https://t.co/68Hi3ycb1P,"October 29, 2015 at 08:01AM",1,1
http://t.co/zZA2xch2MQ,"September 01, 2015 at 07:17PM",1,1
https://t.co/KZSw7vSieW,"November 02, 2015 at 12:54PM",1,1
https://t.co/KZSw7vSieW,"November 02, 2015 at 11:15AM",1,0
NA,"December 07, 2015 at 04:51PM",1,1
https://t.co/Pp4rLcSMnX,"November 27, 2015 at 11:13AM",1,1
http://t.co/pVYxqGT2aQ,"September 25, 2015 at 06:10PM",1,1
http://t.co/3uAlCR2TaW,"October 08, 2015 at 08:45PM",1,1
http://t.co/AXjt1crYey,"October 03, 2015 at 03:55PM",1,1
http://t.co/CVcfNkl7ec,"October 07, 2015 at 09:50PM",1,1
http://t.co/lds6G4tcaP,"October 08, 2015 at 08:48PM",1,1
https://t.co/mXZyP0x8Px,"November 04, 2015 at 11:14AM",1,1
http://t.co/6SyyLVZ0lJ,"September 27, 2015 at 05:44PM",1,1
http://t.co/8cQLLC6fQZ,"September 27, 2015 at 04:45PM",1,1
NA,"September 23, 2015 at 09:10PM",0,0
http://t.co/EZ9D1MGoyV,"October 03, 2015 at 04:29PM",1,1
http://t.co/Lc3EEtt66N,"October 03, 2015 at 04:21PM",1,1
http://t.co/8QNb6w0Euy,"October 11, 2015 at 05:02PM",1,1
http://t.co/lX0BTRBEMG,"October 03, 2015 at 03:02PM",1,1
https://t.co/pZNZqjtlj0,"October 20, 2015 at 02:56PM",1,1
http://t.co/2rZaZfdfg6,"October 07, 2015 at 03:16PM",1,1
http://t.co/EXRyrYSgcD,"September 20, 2015 at 12:21PM",1,1
http://t.co/CuOaF1PGTu,"August 26, 2015 at 10:41PM",1,1
https://t.co/jCkr5Y8LHk,"November 20, 2015 at 03:32PM",1,1
https://t.co/Peh7uULwut,"December 04, 2015 at 08:47AM",1,1
https://t.co/dFCmzuRscg,"November 20, 2015 at 03:23PM",1,1
NA,"November 10, 2015 at 02:44AM",1,1
NA,"October 30, 2015 at 10:30PM",1,1
https://t.co/ZWG7GX5w7c,"October 31, 2015 at 04:02PM",0,0
http://t.co/RuRWWiZgVs,"August 25, 2015 at 02:16AM",1,1
http://t.co/0Bbzl3422W,"August 27, 2015 at 04:19AM",1,1
https://t.co/l8D2pKOzZk,"October 20, 2015 at 12:09PM",1,1
NA,"December 02, 2015 at 04:03PM",1,1
NA,"October 30, 2015 at 09:32PM",1,1
https://t.co/uwwiKtqmT8,"November 29, 2015 at 10:56AM",1,1
https://t.co/wY9U7JucWf,"September 08, 2015 at 04:32PM",0,0
NA,"December 07, 2015 at 10:48AM",1,1
https://t.co/e5LPRXnKwZ,"November 27, 2015 at 11:51AM",1,1
NA,"September 12, 2015 at 09:10PM",1,1
NA,"December 08, 2015 at 03:03PM",1,1
NA,"December 08, 2015 at 03:00PM",1,1
NA,"December 08, 2015 at 03:05PM",1,1
NA,"December 08, 2015 at 03:06PM",1,1
NA,"August 19, 2015 at 07:32PM",1,1
https://t.co/nrRmAAsRrE,"October 25, 2015 at 09:24PM",0,0
NA,"November 02, 2015 at 02:53PM",0,0
https://t.co/lX2HND8g5A,"October 22, 2015 at 09:47PM",0,0
https://t.co/zwAJxy9S7c,"October 22, 2015 at 05:21PM",0,0
https://t.co/GzSGGcUjSh,"November 11, 2015 at 02:16AM",1,1
https://t.co/h2QEPlgOmG,"November 26, 2015 at 03:01PM",1,1
https://t.co/GvZKiQHXuB,"October 27, 2015 at 10:18AM",0,0
http://t.co/zspkFFEi8K,"September 08, 2015 at 11:55AM",0,0
https://t.co/gdcnF5D8i0,"November 14, 2015 at 10:14AM",0,1
https://t.co/nMzYPx0tT6,"October 25, 2015 at 02:21PM",0,0
NA,"October 26, 2015 at 10:19PM",1,1
https://t.co/2dL8d0XqEo,"October 21, 2015 at 04:18PM",0,0
https://t.co/IYNyNmwZ7D,"September 08, 2015 at 12:27PM",0,0
https://t.co/LHqsKjsd9E,"October 28, 2015 at 09:11PM",0,0
https://t.co/xCMXa75vwx,"November 27, 2015 at 01:48PM",1,1
https://t.co/OMh1fviOBN,"October 30, 2015 at 09:55AM",1,1
https://t.co/Cz5B3vZrFf,"October 29, 2015 at 11:01AM",1,1
https://t.co/Cz5B3vZrFf,"October 29, 2015 at 05:26PM",1,1
NA,"September 22, 2015 at 11:28AM",1,1
http://t.co/WmVkUJvvLr,"October 19, 2015 at 03:23PM",1,1
https://t.co/R8SkHp8VXR,"November 04, 2015 at 05:09PM",1,1
https://t.co/eXZPUx0Njc,"November 06, 2015 at 11:24AM",1,1
http://t.co/CxJp3nORzs,"October 19, 2015 at 06:08PM",1,1
https://t.co/dniubETgM6,"October 27, 2015 at 06:15PM",1,1
NA,"September 14, 2015 at 06:07PM",1,1
NA,"October 21, 2015 at 02:31PM",1,1
https://t.co/aBIR0epTy2,"October 30, 2015 at 11:12AM",1,1
https://t.co/yfBp19yFsd,"November 08, 2015 at 08:28PM",0,1
https://t.co/DDXi9omNUV,"November 03, 2015 at 12:47AM",1,1
http://t.co/cgTNN3Hx2y,"August 19, 2015 at 09:17PM",1,1
NA,"November 29, 2015 at 02:52PM",1,1
http://t.co/vuzC9JQmIZ,"October 13, 2015 at 07:08PM",1,1
NA,"August 20, 2015 at 11:48PM",0,0
NA,"September 24, 2015 at 12:13PM",1,1
http://t.co/JGTs0Rtjnk,"October 08, 2015 at 04:00PM",1,1
NA,"October 20, 2015 at 10:26AM",0,0
NA,"October 22, 2015 at 03:40PM",0,0
NA,"November 02, 2015 at 05:50AM",1,1
http://t.co/csXnLBMWMV,"October 13, 2015 at 12:57PM",1,1
NA,"November 04, 2015 at 07:58PM",0,0
http://t.co/x0NZmKy60Z,"October 08, 2015 at 09:05PM",1,1
http://t.co/iZBEqg5fhL,"September 20, 2015 at 10:51PM",1,1
https://t.co/62JgxmCDUh,"December 02, 2015 at 12:16PM",0,0
https://t.co/UibpoEX56N,"November 03, 2015 at 01:50PM",0,0
NA,"November 17, 2015 at 03:18AM",1,1
https://t.co/34S86zbpkN,"October 30, 2015 at 05:54PM",1,1
NA,"November 11, 2015 at 01:07AM",0,0
http://t.co/8dCY3vW73A,"October 18, 2015 at 03:40PM",0,0
https://t.co/nA6TVCZHGu,"October 21, 2015 at 01:52PM",0,0
NA,"October 26, 2015 at 11:12PM",1,1
https://t.co/5SXfdAPP6A,"November 28, 2015 at 03:51PM",1,1
NA,"October 07, 2015 at 06:29PM",0,0
NA,"November 21, 2015 at 06:35PM",0,1
https://t.co/ukJoLMHfiw,"November 19, 2015 at 06:09PM",1,0
NA,"October 06, 2015 at 08:30AM",0,0
NA,"October 05, 2015 at 01:51PM",0,0
https://t.co/KlA6fjd1Jz,"December 06, 2015 at 11:07AM",1,1
https://t.co/z6rOgOlzco,"December 05, 2015 at 03:42PM",1,1
https://t.co/mieZRHNO04,"December 05, 2015 at 12:08PM",1,1
http://t.co/UBBSBNjOz7,"September 10, 2015 at 11:31PM",1,1
http://t.co/r7Q8AyEYmh,"September 27, 2015 at 07:18PM",1,1
https://t.co/NxNP0KZXcE,"October 29, 2015 at 06:53PM",1,1
NA,"December 08, 2015 at 08:56PM",0,0
http://t.co/GAkFbypRHY,"October 19, 2015 at 02:12PM",1,1
https://t.co/V5TaVZEo3l,"November 02, 2015 at 10:51PM",1,1
